chembl_id,compound_name,SMILES,prelim_mechanistic_score,num_linked_proteins,num_key_pathways,approval_phase_max,in_known_drugs,source_files
CHEMBL2107455,IGURATIMOD,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL2107911,ONERCEPT,,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL2107979,PEXELIZUMAB,,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL2109636,VILOBELIMAB,,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL364804,GW-406381,CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL3989408,IBUPROFEN SODIUM,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1.O.O.[Na+],9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL4297722,CEMDISIRAN,,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL4297928,NOMACOPAN,,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL435298,ESFLURBIPROFEN,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL4594316,CROVALIMAB,,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL461522,METAMIZOLE,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,9.0,1,2,3.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL1743071,SIRUKUMAB,,9.0,0,3,3.0,0,pathway_drug_candidates
CHEMBL3989992,PEGILODECAKIN,,9.0,0,3,3.0,0,pathway_drug_candidates
CHEMBL1743054,OZORALIZUMAB,,8.0,1,2,2.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL1743057,PEGSUNERCEPT,,8.0,1,2,2.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL1835207,APRICOXIB,CCOc1ccc(-c2cc(C)cn2-c2ccc(S(N)(=O)=O)cc2)cc1,8.0,1,2,2.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL2105683,NAPROXEN ETEMESIL,COc1ccc2cc([C@H](C)C(=O)OCCS(C)(=O)=O)ccc2c1,8.0,1,2,2.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL2108739,PLACULUMAB,,8.0,1,2,2.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL2108887,AFELIMOMAB,,8.0,1,2,2.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL3833343,VOBARILIZUMAB,,8.0,1,2,2.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL3990025,OLENDALIZUMAB,,8.0,1,2,2.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL425,OLSALAZINE,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,8.0,1,2,2.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL4298012,TESIDOLUMAB,,8.0,1,2,2.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL435381,CIMICOXIB,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,8.0,1,2,2.0,0,protein_drug_candidates;pathway_drug_candidates
CHEMBL2108589,CLAZAKIZUMAB,,8.0,0,3,2.0,0,pathway_drug_candidates
CHEMBL2109613,PF-04236921,,8.0,0,3,2.0,0,pathway_drug_candidates
CHEMBL4594542,EFLEPEDOCOKIN ALFA,,8.0,0,3,2.0,0,pathway_drug_candidates
CHEMBL1201187,MARAVIROC,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL1201421,PEGAPTANIB SODIUM,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL1201557,INTERFERON ALFACON-1,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL1201558,INTERFERON ALFA-2B,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL1201560,PEGINTERFERON ALFA-2A,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL1201561,PEGINTERFERON ALFA-2B,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL1201563,INTERFERON BETA-1B,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL1201825,RANIBIZUMAB,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL1742982,AFLIBERCEPT,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL1743068,SECUKINUMAB,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL2108508,INTERFERON ALFA-2A,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL2108677,PEGINTERFERON BETA-1A,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL2364653,ANIFROLUMAB,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL3707357,BROLUCIZUMAB,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL4297700,BIMEKIZUMAB,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL4297750,FARICIMAB,,8.0,0,2,4.0,0,pathway_drug_candidates
CHEMBL1017,TELMISARTAN,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL1042,CHOLECALCIFEROL,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL1064,SIMVASTATIN,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL1069,VALSARTAN,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL1082407,ENZALUTAMIDE,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL1161,MOMETASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,7.5,1,0,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL1200689,NITRIC OXIDE,[N]=O,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL1201081,METHYLPREDNISOLONE SODIUM SUCCINATE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)[O-])[C@@]2(C)C=CC(=O)C=C12.[Na+],7.5,1,0,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL131,PREDNISOLONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,7.5,1,0,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL1370,BUDESONIDE,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,7.5,1,0,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL1513,IRBESARTAN,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL1536,ERGOCALCIFEROL,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Cl.NC12CC3CC(CC(C3)C1)C2,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL163,RITONAVIR,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL1737,SILDENAFIL CITRATE,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL198362,RIVAROXABAN,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL2040682,CICLESONIDE,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,7.5,1,0,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL2095208,COBICISTAT,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL231779,APIXABAN,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL3,NICOTINE,CN1CCC[C@H]1c1cccnc1,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL3707348,ACALABRUTINIB,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,7.5,1,0,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL384467,DEXAMETHASONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,7.5,1,0,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL389621,HYDROCORTISONE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,7.5,1,0,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL398435,TICAGRELOR,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL409,BICALUTAMIDE,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL514800,APREMILAST,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL547,ISOTRETINOIN,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL635,PREDNISONE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,7.5,1,0,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL650,METHYLPREDNISOLONE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,7.5,1,0,4.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL902,FAMOTIDINE,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL932,DIPYRIDAMOLE,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,7.5,1,0,4.0,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions
CHEMBL578,ENALAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,7.5,0,1,4.0,1,known_drugs;pathway_drug_candidates
CHEMBL3989410,INDOMETHACIN SODIUM,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1.O.O.O.[Na+],7.0,1,2,1.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL2109614,MEDI-5117,,7.0,0,3,1.0,0,pathway_drug_candidates
CHEMBL2109615,MRA 003 US,,7.0,0,3,1.0,0,pathway_drug_candidates
CHEMBL4297732,ZILTIVEKIMAB,,7.0,0,3,1.0,0,pathway_drug_candidates
CHEMBL1255794,APLAVIROC,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,7.0,0,2,3.0,0,pathway_drug_candidates
CHEMBL1668019,APLAVIROC HYDROCHLORIDE,CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl,7.0,0,2,3.0,0,pathway_drug_candidates
CHEMBL2107842,ALBINTERFERON ALFA-2B,,7.0,0,2,3.0,0,pathway_drug_candidates
CHEMBL2108313,CONBERCEPT,,7.0,0,2,3.0,0,pathway_drug_candidates
CHEMBL2108752,PEGAPTANIB OCTASODIUM,,7.0,0,2,3.0,0,pathway_drug_candidates
CHEMBL2109433,OTILIMAB,,7.0,0,2,3.0,0,pathway_drug_candidates
CHEMBL2110581,BEVASIRANIB,Cc1cn([C@H]2C[C@H](OP(=O)(O)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3O)[C@@H](COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(=O)[nH]c4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)(O)O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3CO)O2)c(=O)[nH]c1=O,7.0,0,2,3.0,0,pathway_drug_candidates
CHEMBL3039547,PEXASTIMOGENE DEVACIREPVEC,,7.0,0,2,3.0,0,pathway_drug_candidates
CHEMBL4297163,MUPARFOSTAT,,7.0,0,2,3.0,0,pathway_drug_candidates
CHEMBL4297684,ABICIPAR PEGOL,,7.0,0,2,3.0,0,pathway_drug_candidates
CHEMBL4297686,IZOKIBEP,,7.0,0,2,3.0,0,pathway_drug_candidates
CHEMBL4298023,M-1095,,7.0,0,2,3.0,0,pathway_drug_candidates
CHEMBL4298102,VUNAKIZUMAB,,7.0,0,2,3.0,0,pathway_drug_candidates
CHEMBL82301,VICRIVIROC,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,7.0,0,2,3.0,0,pathway_drug_candidates
CHEMBL1016,CANDESARTAN,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,6.5,1,0,3.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL1201265,METHYLPREDNISOLONE HEMISUCCINATE,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,6.5,1,0,3.0,1,known_drugs;protein_drug_candidates;pathway_drug_candidates
CHEMBL1516,OLMESARTAN,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,6.5,1,0,3.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL1981592,AVIPTADIL,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(C)C)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)O,6.5,1,0,3.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL2108806,BEMIPARIN SODIUM,,6.5,1,0,3.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL4297680,1018 ISS,,6.5,1,0,3.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL4594417,PRUXELUTAMIDE,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2F)C(=S)N1c1ccc(CCCc2ncco2)nc1,6.5,1,0,3.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL4650299,HEPARIN,,6.5,1,0,3.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL57242,AZILSARTAN,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,6.5,1,0,3.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL1433,DOXYCYCLINE ANHYDROUS,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,6.5,0,1,3.0,1,known_drugs;pathway_drug_candidates
CHEMBL4297886,ASUNERCEPT,,6.5,0,1,3.0,1,known_drugs;pathway_drug_candidates;mechanism_of_actions
CHEMBL1091,HYDROCORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1152,PREDNISOLONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1159650,CLOBETASOL PROPIONATE,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200384,BETAMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200386,PREDNICARBATE,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200495,HYDROCORTISONE SODIUM SUCCINATE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)[O-].[Na+],6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200500,BECLOMETHASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200538,BETAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200545,DIFLORASONE DIACETATE,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200600,FLUOROMETHOLONE,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200617,RIMEXOLONE,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200762,BETAMETHASONE SODIUM PHOSPHATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200845,HALCINONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1,6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200865,LOTEPREDNOL ETABONATE,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200878,TRIAMCINOLONE HEXACETONIDE,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
CHEMBL1200908,HALOBETASOL PROPIONATE,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,6.0,1,0,4.0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate
